year,country_code,population,gdp_per_capita_2011ppp,gdp_per_capita_current_ppp,gdp_per_capita_current_usd
2014,TTO,1362342,31170,32937,20271
2015,TTO,1370328,31554,33699,18290
2016,TTO,1377564,29411,31754,16177
2017,TTO,1384072,28596,31461,16238
2018,TTO,1389858,28407,32015,17130
2006,TUN,10201214,9175,8422,3370
2007,TUN,10304726,9692,9136,3776
2008,TUN,10414433,9996,9606,4307
2009,TUN,10525694,10192,9868,4128
2010,TUN,10635244,10441,10227,4142
2011,TUN,10741880,10139,10139,4265
2012,TUN,10847002,10442,10643,4153
2013,TUN,10952951,10639,11033,4223
2014,TUN,11063201,10846,11460,4305
2015,TUN,11179949,10861,11599,3862
2016,TUN,11303946,10877,11743,3698
2017,TUN,11433443,10950,12047,3482
2018,TUN,11565204,11094,12503,3448
2006,TUR,68756810,17252,13621,8035
2007,TUR,69581848,17905,14849,9712
2008,TUR,70418604,17842,16054,10854
2009,TUR,71321399,16788,15490,9039
2010,TUR,72326988,17959,17426,10672
2011,TUR,73443863,19652,19652,11336
2012,TUR,74653016,20259,20617,11707
2013,TUR,75928564,21610,22269,12519
2014,TUR,77231907,22343,23967,12096
2015,TUR,78529409,23312,25626,10949
2016,TUR,79821724,23664,26150,10821
2017,TUR,81101892,25031,27916,10514
2018,TUR,82319724,25358,28069,9370
2006,TUV,10120,2911,2672,2263
2007,TUV,10221,3065,2889,2645
2008,TUV,10314,3280,3152,2937
2009,TUV,10424,3102,3003,2600
2010,TUV,10530,2987,2926,3022
2011,TUV,10633,3180,3180,3641
2012,TUV,10739,3028,3086,3508
2013,TUV,10857,3132,3248,3455
2014,TUV,10972,3141,3319,3399
2015,TUV,11099,3389,3619,3198
2016,TUV,11225,3453,3728,3256
2017,TUV,11370,3548,3904,3573
2018,TUV,11508,3593,4050,3701
2006,TZA,39548663,1977,1815,485
2007,TZA,40681414,2053,1935,553
2008,TZA,41853944,2109,2026,687
2009,TZA,43073834,2157,2089,695
2010,TZA,44346525,2228,2182,743
2011,TZA,45673338,2329,2329,781
2012,TZA,47052481,2363,2408,868
2013,TZA,48482266,2449,2540,970
2014,TZA,49959822,2537,2680,1030
2015,TZA,51482633,2613,2791,948
2016,TZA,53050790,2710,2926,966
2017,TZA,54663906,2809,3090,1005
2018,TZA,56318348,2875,3240,1061
2006,UGA,28571475,1353,1242,348
2007,UGA,29486338,1422,1340,417
2008,UGA,30431736,1497,1439,468
2009,UGA,31411096,1549,1500,578
2010,UGA,32428167,1585,1553,622
2011,UGA,33476919,1680,1680,603
2012,UGA,34559168,1690,1722,669
2013,UGA,35695246,1695,1757,689
2014,UGA,36912148,1722,1820,739
2015,UGA,38225453,1750,1869,709
2016,UGA,39647506,1767,1908,609
2017,UGA,41162465,1768,1945,632
2018,UGA,42723139,1808,2038,643
2006,UKR,46787750,7874,7228,2301
2007,UKR,46509350,8522,8033,3066
2008,UKR,46258200,8766,8424,3887
2009,UKR,46053300,7506,7267,2543
2010,UKR,45870700,7824,7664,2965
2011,UKR,45706100,8282,8282,3570
2012,UKR,45593300,8322,8482,3855
2013,UKR,45489600,8339,8648,4030
2014,UKR,45271947,8243,8711,3105
2015,UKR,45154029,7465,7972,2125
2016,UKR,45004645,7678,8290,2188
2017,UKR,44831135,7902,8694,2641
2018,UKR,44622516,8207,9249,3095
2006,URY,3325401,13508,12400,5888
2007,URY,3331749,14365,13540,7027
2008,URY,3340221,15356,14756,9091
2009,URY,3349676,15963,15456,9452
2010,URY,3359275,17159,16808,11992
2011,URY,3368934,17993,17993,14237
2012,URY,3378974,18575,18931,15172
2013,URY,3389439,19376,20094,16974
2014,URY,3400434,19939,21069,16832
2015,URY,3412009,19945,21301,15614
2016,URY,3424132,20210,21820,15387
2017,URY,3436646,20658,22728,16437
2018,URY,3449299,20916,23572,17278
2006,USA,298379912,50438,46299,46299
2007,USA,301231207,50898,47976,47976
2008,USA,304093966,50350,48383,48383
2009,USA,306771529,48644,47100,47100
2010,USA,309321666,49479,48467,48467
2011,USA,311556874,49883,49883,49883
2012,USA,313830990,50632,51603,51603
2013,USA,315993715,51209,53107,53107
2014,USA,318301008,52081,55033,55033
2015,USA,320635163,53188,56803,56803
2016,USA,322941311,53632,57904,57904
2017,USA,324985539,54471,59928,59928
2018,USA,326687501,55719,62795,62795
2006,UZB,26488250,4075,3740,654
2007,UZB,26868000,4398,4145,830
2008,UZB,27302800,4718,4534,1082
2009,UZB,27767400,5013,4854,1213
2010,UZB,28562400,5244,5136,1634
2011,UZB,29339400,5502,5502,1926
2012,UZB,29774500,5822,5933,2137
2013,UZB,30243200,6166,6395,2281
2014,UZB,30757700,6498,6866,2492
2015,UZB,31298900,6861,7328,2615
2016,UZB,31847900,7154,7724,2568
2017,UZB,32388600,7348,8085,1827
2018,UZB,32955400,7592,8556,1532
2006,VCT,108603,10048,9223,5625
2007,VCT,108518,10392,9795,6307
2008,VCT,108393,10569,10156,6416
2009,VCT,108287,10357,10028,6233
2010,VCT,108255,10013,9808,6293
2011,VCT,108316,9965,9965,6242
2012,VCT,108435,10092,10285,6390
2013,VCT,108622,10259,10639,6640
2014,VCT,108861,10361,10948,6685
2015,VCT,109148,10471,11183,6921
2016,VCT,109459,10639,11487,7075
2017,VCT,109827,10710,11783,7213
2018,VCT,110210,10903,12288,7361
2006,VEN,26850194,16383,15039,6833
2007,VEN,27247610,17558,16550,8454
2008,VEN,27635832,18225,17513,11433
2009,VEN,28031009,17392,16840,11765
2010,VEN,28439940,16887,16542,13825
2011,VEN,28888369,17319,17319,10955
2012,VEN,29362449,17998,18343,12986
2013,VEN,29783571,17982,18649,12457
2014,VEN,30045134,17131,18102,16054
2015,VEN,30081829,,,
2016,VEN,29846179,,,
2017,VEN,29390409,,,
2018,VEN,28870195,,,
2006,VGB,24023,,,
2007,VGB,25047,,,
2008,VGB,26097,,,
2009,VGB,27039,,,
2010,VGB,27794,,,
2011,VGB,28319,,,
2012,VGB,28650,,,
2013,VGB,28847,,,
2014,VGB,28989,,,
2015,VGB,29152,,,
2016,VGB,29355,,,
2017,VGB,29577,,,
2018,VGB,29802,,,
2006,VIR,108371,,,41561
2007,VIR,108339,,,44333
2008,VIR,108399,,,39207
2009,VIR,108405,,,38771
2010,VIR,108358,,,40043
2011,VIR,108292,,,39144
2012,VIR,108191,,,37850
2013,VIR,108044,,,34819
2014,VIR,107884,,,33573
2015,VIR,107710,,,34797
2016,VIR,107510,,,35932
2017,VIR,107268,,,35938
2018,VIR,106977,,,
2006,VNM,84617540,3630,3332,784
2007,VNM,85419591,3852,3631,906
2008,VNM,86243413,4032,3874,1149
2009,VNM,87092252,4208,4074,1217
2010,VNM,87967651,4433,4343,1318
2011,VNM,88871561,4662,4662,1525
2012,VNM,89802487,4856,4949,1735
2013,VNM,90753472,5066,5253,1887
2014,VNM,91714595,5312,5614,2030
2015,VNM,92677076,5608,5990,2085
2016,VNM,93638724,5896,6365,2192
2017,VNM,94596642,6233,6858,2366
2018,VNM,95540395,6609,7448,2567
2006,VUT,214370,2764,2538,2050
2007,VUT,219472,2840,2677,2399
2008,VUT,224704,2953,2837,2706
2009,VUT,230247,2977,2882,2650
2010,VUT,236211,2949,2889,2967
2011,VUT,242653,2906,2906,3265
2012,VUT,249499,2876,2931,3133
2013,VUT,256635,2851,2957,3124
2014,VUT,263888,2837,2998,3088
2015,VUT,271130,2767,2955,2802
2016,VUT,278330,2790,3012,2890
2017,VUT,285510,2839,3124,3082
2018,VUT,292680,2858,3221,3124
2006,WLF,,,,
2007,WLF,,,,
2008,WLF,,,,
2009,WLF,,,,
2010,WLF,,,,
2012,WLF,,,,
2013,WLF,,,,
2014,WLF,,,,
2015,WLF,,,,10938
2016,WLF,,,,
2017,WLF,,,,
2018,WLF,11700,,,
2006,WSM,180876,5477,5028,2797
2007,WSM,182046,5786,5454,3134
2008,WSM,183263,5806,5579,3379
2009,WSM,184556,5488,5314,3168
2010,WSM,185949,5473,5361,3566
2011,WSM,187469,5655,5655,3933
2012,WSM,189088,5377,5481,4022
2013,WSM,190717,5309,5506,4038
2014,WSM,192221,5272,5571,3938
2015,WSM,193513,5460,5832,4074
2016,WSM,194535,5869,6337,4109
2017,WSM,195352,5904,6495,4258
2018,WSM,196130,5753,6484,4183
2006,XKX,1719536,6962,6390,2237
2007,XKX,1733404,7409,6984,2686
2008,XKX,1747383,7544,7249,3255
2009,XKX,1761474,7753,7507,3210
2010,XKX,1775680,7945,7783,3283
2011,XKX,1791000,8222,8222,3737
2012,XKX,1805200,8387,8548,3601
2013,XKX,1824100,8586,8904,3877
2014,XKX,1821800,8702,9195,4055
2015,XKX,1801800,9158,9781,3574
2016,XKX,1816200,9456,10209,3697
2017,XKX,1830700,9777,10757,3948
2018,XKX,1845300,10070,11348,4302
2006,YEM,20687646,4265,3915,921
2007,YEM,21282515,4285,4039,1017
2008,YEM,21892146,4317,4149,1229
2009,YEM,22516460,4360,4221,1116
2010,YEM,23154855,4566,4473,1335
2011,YEM,23807588,3876,3876,1375
2012,YEM,24473178,3861,3935,1447
2013,YEM,25147109,3939,4085,1607
2014,YEM,25823485,3828,4046,1674
2015,YEM,26497889,3109,3320,1609
2016,YEM,27168210,2619,2828,1140
2017,YEM,27834821,2404,2645,963
2018,YEM,28498687,2285,2575,944
2006,ZAF,48489459,11465,10524,5602
2007,ZAF,49119759,11925,11240,6096
2008,ZAF,49779471,12142,11668,5761
2009,ZAF,50477011,11790,11416,5863
2010,ZAF,51216964,11973,11728,7329
2011,ZAF,52004172,12179,12179,8007
2012,ZAF,52834005,12253,12488,7501
2013,ZAF,53689236,12358,12816,6832
2014,ZAF,54545991,12388,13090,6433
2015,ZAF,55386367,12346,13185,5735
2016,ZAF,56203654,12215,13188,5273
2017,ZAF,57000451,12215,13438,6132
2018,ZAF,57779622,12145,13687,6374
2006,ZMB,12173514,2652,2434,1048
2007,ZMB,12502958,2798,2637,1124
2008,ZMB,12848530,2934,2820,1394
2009,ZMB,13215139,3116,3017,1160
2010,ZMB,13605984,3338,3270,1489
2011,ZMB,14023193,3419,3419,1673
2012,ZMB,14465121,3566,3635,1763
2013,ZMB,14926504,3631,3766,1879
2014,ZMB,15399753,3685,3894,1763
2015,ZMB,15879361,3678,3928,1338
2016,ZMB,16363507,3703,3998,1281
2017,ZMB,16853688,3718,4090,1535
2018,ZMB,17351822,3748,4224,1540
2006,ZWE,12155491,1894,1739,448
2007,ZWE,12255922,1810,1706,432
2008,ZWE,12379549,1475,1418,357
2009,ZWE,12526968,1633,1581,772
2010,ZWE,12697723,1928,1889,948
2011,ZWE,12894316,2168,2168,1094
2012,ZWE,13115131,2487,2535,1305
2013,ZWE,13350356,2492,2584,1430
2014,ZWE,13586681,2506,2649,1435
2015,ZWE,13814629,2509,2680,1445
2016,ZWE,14030390,2489,2687,1465
2017,ZWE,14236745,2568,2826,1602
2018,ZWE,14439018,2688,3030,2147
