country_code,year,metric_code,group,standard,score_wrt_immediate_duty,score_wrt_global_best,average_immediate_duty_wrt_global_best
AFG,2009,Housing,All,Core,42.4,29.7,69.93192984
AFG,2010,Food,All,Core,25.2,14.5,57.67558824
AFG,2010,Food,Female,Core,27.3,15.7,57.67558824
AFG,2010,Food,Male,Core,23.4,13.5,57.67558824
AFG,2010,Health,All,Core,65.5,56.3,84.58724423
AFG,2010,Housing,All,Core,41.7,31.0,74.26981528
AFG,2011,Food,All,Core,25.2,14.5,57.67558824
AFG,2011,Food,Female,Core,27.3,15.7,57.67558824
AFG,2011,Food,Male,Core,23.4,13.5,57.67558824
AFG,2011,Health,All,Core,66.2,56.7,84.1775536
AFG,2011,Housing,All,Core,44.2,32.4,73.22082913
AFG,2012,Food,All,Core,25.2,14.5,57.67558824
AFG,2012,Food,Female,Core,27.3,15.7,57.67558824
AFG,2012,Food,Male,Core,23.4,13.5,57.67558824
AFG,2012,Health,All,Core,66.2,57.3,84.8427222
AFG,2012,Housing,All,Core,44.1,33.8,76.41975151
AFG,2013,Food,All,Core,54.4,42.1,77.48992084
AFG,2013,Food,Female,Core,27.3,15.7,57.67558824
AFG,2013,Food,Male,Core,23.4,13.5,57.67558824
AFG,2013,Health,All,Core,66.7,57.9,84.98710094
AFG,2013,Housing,All,Core,45.6,35.1,77.10091526
AFG,2014,Food,All,Core,54.4,42.1,77.48992084
AFG,2014,Food,Female,Core,27.3,15.7,57.67558824
AFG,2014,Food,Male,Core,23.4,13.5,57.67558824
AFG,2014,Health,All,Core,67.4,58.4,84.93808519
AFG,2014,Housing,All,Core,47.5,36.6,76.87017637
AFG,2015,Food,All,Core,54.4,42.1,77.48992084
AFG,2015,Health,All,Core,68.5,59.5,85.3891214
AFG,2015,Housing,All,Core,49.8,38.0,76.29649991
AFG,2016,Food,All,Core,54.4,42.1,77.48992084
AFG,2016,Health,All,Core,69.1,60.0,85.34843531
AFG,2016,Housing,All,Core,51.8,39.4,76.10348291
AFG,2017,Food,All,Core,54.4,42.1,77.48992084
AFG,2017,Health,All,Core,69.7,60.5,85.35459344
AFG,2017,Housing,All,Core,53.8,40.9,76.13272108
AFG,2015,Food,All,HiY,92.9,53.0,57.09132864
AFG,2016,Food,All,HiY,84.8,48.2,56.76466947
AFG,2017,Food,All,HiY,76.0,43.2,56.81421525
AGO,2007,Food,All,Core,62.4,59.7,95.68440247
AGO,2007,Food,Female,Core,67.2,64.3,95.68440247
AGO,2007,Food,Male,Core,57.3,54.9,95.68440247
AGO,2007,Health,All,Core,43.6,41.8,94.5713712
AGO,2007,Housing,All,Core,28.1,27.8,99.34241267
AGO,2007,Work,All,Core,46.5,44.4,95.5850168
AGO,2008,Education,All,Core,32.4,32.1,96.52080415
AGO,2008,Education,Female,Core,28.4,28.1,96.52080415
AGO,2008,Education,Male,Core,36.8,36.4,96.52080415
AGO,2008,Food,All,Core,62.4,59.7,95.68440247
AGO,2008,Food,Female,Core,67.2,64.3,95.68440247
AGO,2008,Food,Male,Core,57.3,54.9,95.68440247
AGO,2008,Health,All,Core,44.9,43.2,94.72991727
AGO,2008,Housing,All,Core,28.9,28.7,99.53061072
AGO,2008,SER_Average,All,Core,42.0,41.0,97.29314692
AGO,2008,Work,All,Core,41.2,41.2,100
AGO,2009,Education,All,Core,32.4,32.0,96.39136442
AGO,2009,Education,Female,Core,28.1,27.8,96.39136442
AGO,2009,Education,Male,Core,37.0,36.6,96.39136442
AGO,2009,Food,All,Core,62.4,59.7,95.68440247
AGO,2009,Food,Female,Core,67.2,64.3,95.68440247
AGO,2009,Food,Male,Core,57.3,54.9,95.68440247
AGO,2009,Health,All,Core,51.1,49.1,95.79376125
AGO,2009,Housing,All,Core,30.7,30.4,99.45440623
AGO,2009,SER_Average,All,Core,43.5,42.5,97.46478688
AGO,2009,Work,All,Core,41.2,41.2,100
AGO,2010,Education,All,Core,34.1,33.6,96.44056839
AGO,2010,Education,Female,Core,28.1,27.8,96.44056839
AGO,2010,Education,Male,Core,40.6,40.2,96.44056839
AGO,2010,Food,All,Core,62.4,59.7,95.68440247
AGO,2010,Food,Female,Core,67.2,64.3,95.68440247
AGO,2010,Food,Male,Core,57.3,54.9,95.68440247
AGO,2010,Health,All,Core,52.4,50.4,95.81824382
AGO,2010,Housing,All,Core,32.0,31.8,99.48340808
AGO,2010,SER_Average,All,Core,44.4,43.3,97.48532455
AGO,2010,Work,All,Core,41.2,41.2,100
AGO,2011,Education,All,Core,35.8,35.4,96.44056839
AGO,2011,Education,Female,Core,27.2,26.9,96.44056839
AGO,2011,Education,Male,Core,45.8,45.4,96.44056839
AGO,2011,Food,All,Core,62.4,59.7,95.68440247
AGO,2011,Food,Female,Core,67.2,64.3,95.68440247
AGO,2011,Food,Male,Core,57.3,54.9,95.68440247
AGO,2011,Health,All,Core,53.7,51.6,95.8132217
AGO,2011,Housing,All,Core,33.5,33.3,99.47746329
AGO,2011,SER_Average,All,Core,45.3,44.2,97.48313117
AGO,2011,Work,All,Core,41.2,41.2,100
AGO,2012,Education,All,Core,35.8,35.4,96.44056839
AGO,2012,Education,Female,Core,27.2,26.9,96.44056839
AGO,2012,Education,Male,Core,45.8,45.4,96.44056839
AGO,2012,Food,All,Core,62.4,59.7,95.68440247
AGO,2012,Food,Female,Core,67.2,64.3,95.68440247
AGO,2012,Food,Male,Core,57.3,54.9,95.68440247
AGO,2012,Health,All,Core,54.9,52.8,95.91551786
AGO,2012,Housing,All,Core,34.6,34.4,99.59811139
AGO,2012,SER_Average,All,Core,45.8,44.7,97.52772002
AGO,2012,Work,All,Core,41.2,41.2,100
AGO,2013,Education,All,Core,35.8,35.4,96.44056839
AGO,2013,Education,Female,Core,27.2,26.9,96.44056839
AGO,2013,Education,Male,Core,45.8,45.4,96.44056839
AGO,2013,Food,All,Core,62.4,59.7,95.68440247
AGO,2013,Food,Female,Core,67.2,64.3,95.68440247
AGO,2013,Food,Male,Core,57.3,54.9,95.68440247
AGO,2013,Health,All,Core,55.7,53.7,95.9432727
AGO,2013,Housing,All,Core,36.0,35.8,99.63068577
AGO,2013,SER_Average,All,Core,46.2,45.1,97.53978587
AGO,2013,Work,All,Core,41.2,41.2,100
AGO,2014,Education,All,Core,35.8,35.4,96.44056839
AGO,2014,Education,Female,Core,27.2,26.9,96.44056839
AGO,2014,Education,Male,Core,45.8,45.4,96.44056839
AGO,2014,Food,All,Core,62.4,59.7,95.68440247
AGO,2014,Food,Female,Core,67.2,64.3,95.68440247
AGO,2014,Food,Male,Core,57.3,54.9,95.68440247
AGO,2014,Health,All,Core,56.4,54.4,95.96917099
AGO,2014,Housing,All,Core,37.4,37.2,99.6610201
AGO,2014,SER_Average,All,Core,46.6,45.6,97.55103239
AGO,2014,Work,All,Core,41.2,41.2,100
AGO,2015,Education,All,Core,35.8,35.4,96.44056839
AGO,2015,Education,Female,Core,27.2,26.9,96.44056839
AGO,2015,Education,Male,Core,45.8,45.4,96.44056839
AGO,2015,Food,All,Core,62.4,59.7,95.68440247
AGO,2015,Food,Female,Core,67.2,64.3,95.68440247
AGO,2015,Food,Male,Core,57.3,54.9,95.68440247
AGO,2015,Health,All,Core,57.1,55.0,95.9154431
AGO,2015,Housing,All,Core,39.1,38.9,99.59802356
AGO,2015,SER_Average,All,Core,47.1,46.0,97.52768751
AGO,2015,Work,All,Core,41.2,41.2,100
AGO,2016,Education,All,Core,35.8,35.4,96.44056839
AGO,2016,Education,Female,Core,27.2,26.9,96.44056839
AGO,2016,Education,Male,Core,45.8,45.4,96.44056839
AGO,2016,Food,All,Core,49.1,47.1,95.95007952
AGO,2016,Food,Female,Core,67.2,64.3,95.68440247
AGO,2016,Food,Male,Core,57.3,54.9,95.68440247
AGO,2016,Health,All,Core,56.1,54.0,95.77104464
AGO,2016,Housing,All,Core,41.3,41.0,99.43956373
AGO,2016,SER_Average,All,Core,44.7,43.7,97.52025126
AGO,2016,Work,All,Core,41.2,41.2,100
AGO,2017,Education,All,Core,35.8,35.4,96.44056839
AGO,2017,Education,Female,Core,27.2,26.9,96.44056839
AGO,2017,Education,Male,Core,45.8,45.4,96.44056839
AGO,2017,Food,All,Core,49.1,47.1,95.95007952
AGO,2017,Food,Female,Core,67.2,64.3,95.68440247
AGO,2017,Food,Male,Core,57.3,54.9,95.68440247
AGO,2017,Health,All,Core,56.7,54.6,95.68973492
AGO,2017,Housing,All,Core,43.2,42.8,99.34276806
AGO,2017,SER_Average,All,Core,45.2,44.2,97.48463018
AGO,2017,Work,All,Core,41.2,41.2,100
AGO,2015,Food,All,HiY,35.1,32.0,91.15555922
AGO,2016,Food,All,HiY,35.1,32.0,91.15555922
AGO,2017,Food,All,HiY,35.1,32.0,91.15555922
ALB,2007,Education,All,Core,77.6,74.8,96.12551237
ALB,2007,Education,Female,Core,78.1,75.3,96.12551237
ALB,2007,Education,Male,Core,77.2,74.3,96.12551237
ALB,2007,Food,All,Core,64.8,63.0,97.12915288
ALB,2007,Food,Female,Core,69.8,67.8,97.12915288
ALB,2007,Food,Male,Core,60.8,59.1,97.12915288
ALB,2007,Health,All,Core,89.3,86.4,96.66751063
ALB,2007,Housing,All,Core,83.2,83.2,100
ALB,2007,SER_Average,All,Core,80.5,79.0,97.98443518
ALB,2007,Work,All,Core,87.4,87.4,100
ALB,2008,Education,All,Core,72.1,69.2,96.12551237
ALB,2008,Education,Female,Core,72.1,69.3,96.12551237
ALB,2008,Education,Male,Core,72.1,69.2,96.12551237
ALB,2008,Food,All,Core,64.8,63.0,97.12915288
ALB,2008,Food,Female,Core,69.8,67.8,97.12915288
ALB,2008,Food,Male,Core,60.8,59.1,97.12915288
ALB,2008,Health,All,Core,89.3,86.5,96.80015368
ALB,2008,Housing,All,Core,84.1,84.1,100
ALB,2008,SER_Average,All,Core,80.4,78.9,98.01096379
ALB,2008,Work,All,Core,91.7,91.7,100
ALB,2009,Education,All,Core,70.4,67.5,96.12551237
ALB,2009,Education,Female,Core,70.2,67.4,96.12551237
ALB,2009,Education,Male,Core,70.6,67.6,96.12551237
ALB,2009,Food,All,Core,69.8,68.8,98.52180084
ALB,2009,Food,Female,Core,69.4,68.4,98.52180084
ALB,2009,Food,Male,Core,70.3,69.3,98.52180084
ALB,2009,Health,All,Core,92.9,90.2,97.21137392
ALB,2009,Housing,All,Core,85.3,85.3,100
ALB,2009,SER_Average,All,Core,82.0,80.7,98.37173743
ALB,2009,Work,All,Core,91.7,91.7,100
ALB,2010,Education,All,Core,70.7,67.9,96.12551237
ALB,2010,Education,Female,Core,71.1,68.3,96.12551237
ALB,2010,Education,Male,Core,70.5,67.5,96.12551237
ALB,2010,Food,All,Core,69.8,68.8,98.52180084
ALB,2010,Food,Female,Core,69.4,68.4,98.52180084
ALB,2010,Food,Male,Core,70.3,69.3,98.52180084
ALB,2010,Health,All,Core,92.9,90.4,97.27356015
ALB,2010,Housing,All,Core,86.5,86.5,100
ALB,2010,SER_Average,All,Core,82.3,81.0,98.38417467
ALB,2010,Work,All,Core,91.7,91.7,100
ALB,2011,Education,All,Core,71.6,68.7,96.12551237
ALB,2011,Education,Female,Core,72.4,69.6,96.12551237
ALB,2011,Education,Male,Core,71.0,68.1,96.12551237
ALB,2011,Food,All,Core,69.8,68.8,98.52180084
ALB,2011,Food,Female,Core,69.4,68.4,98.52180084
ALB,2011,Food,Male,Core,70.3,69.3,98.52180084
ALB,2011,Health,All,Core,93.0,90.5,97.31400263
ALB,2011,Housing,All,Core,87.8,87.8,100
ALB,2011,SER_Average,All,Core,82.8,81.5,98.39226317
ALB,2011,Work,All,Core,91.7,91.7,100
ALB,2012,Food,All,Core,69.8,68.8,98.52180084
ALB,2012,Food,Female,Core,69.4,68.4,98.52180084
ALB,2012,Food,Male,Core,70.3,69.3,98.52180084
ALB,2012,Health,All,Core,93.1,90.6,97.33638018
ALB,2012,Housing,All,Core,89.1,89.1,100
ALB,2012,Work,All,Core,89.5,89.5,100
ALB,2013,Education,All,Core,83.6,82.0,98.23616556
ALB,2013,Education,Female,Core,86.0,84.5,98.23616556
ALB,2013,Education,Male,Core,81.5,79.9,98.23616556
ALB,2013,Food,All,Core,69.8,68.8,98.52180084
ALB,2013,Food,Female,Core,69.4,68.4,98.52180084
ALB,2013,Food,Male,Core,70.3,69.3,98.52180084
ALB,2013,Health,All,Core,93.3,90.8,97.35294852
ALB,2013,Housing,All,Core,90.3,90.3,100
ALB,2013,SER_Average,All,Core,85.3,84.3,98.82218298
ALB,2013,Work,All,Core,89.5,89.5,100
ALB,2014,Education,All,Core,86.7,85.2,98.28997118
ALB,2014,Education,Female,Core,86.8,85.2,98.28997118
ALB,2014,Education,Male,Core,82.7,81.2,98.28997118
ALB,2014,Food,All,Core,69.8,68.8,98.52180084
ALB,2014,Food,Female,Core,69.4,68.4,98.52180084
ALB,2014,Food,Male,Core,70.3,69.3,98.52180084
ALB,2014,Health,All,Core,93.4,90.9,97.38012692
ALB,2014,Housing,All,Core,91.4,91.4,100
ALB,2014,SER_Average,All,Core,86.2,85.2,98.83837979
ALB,2014,Work,All,Core,89.5,89.5,100
ALB,2015,Education,All,Core,87.6,86.1,98.35650407
ALB,2015,Education,Female,Core,87.4,85.9,98.35650407
ALB,2015,Education,Male,Core,83.0,81.5,98.35650407
ALB,2015,Food,All,Core,69.8,68.8,98.52180084
ALB,2015,Food,Female,Core,69.4,68.4,98.52180084
ALB,2015,Food,Male,Core,70.3,69.3,98.52180084
ALB,2015,Health,All,Core,93.5,91.0,97.41375081
ALB,2015,Housing,All,Core,91.3,91.3,100
ALB,2015,SER_Average,All,Core,86.3,85.3,98.85841114
ALB,2015,Work,All,Core,89.5,89.5,100
ALB,2016,Education,All,Core,86.8,85.4,98.4454069
ALB,2016,Education,Female,Core,87.1,85.7,98.4454069
ALB,2016,Education,Male,Core,82.2,80.9,98.4454069
ALB,2016,Food,All,Core,69.8,68.8,98.52180084
ALB,2016,Food,Female,Core,69.4,68.4,98.52180084
ALB,2016,Food,Male,Core,70.3,69.3,98.52180084
ALB,2016,Health,All,Core,93.5,91.1,97.45870869
ALB,2016,Housing,All,Core,91.1,91.1,100
ALB,2016,SER_Average,All,Core,86.2,85.2,98.88518329
ALB,2016,Work,All,Core,89.5,89.5,100
ALB,2017,Education,All,Core,88.5,87.2,98.54168938
ALB,2017,Education,Female,Core,87.5,86.2,98.54168938
ALB,2017,Education,Male,Core,81.8,80.6,98.54168938
ALB,2017,Food,All,Core,69.8,68.8,98.52180084
ALB,2017,Food,Female,Core,69.4,68.4,98.52180084
ALB,2017,Food,Male,Core,70.3,69.3,98.52180084
ALB,2017,Health,All,Core,93.6,91.2,97.5074357
ALB,2017,Housing,All,Core,91.0,91.0,100
ALB,2017,SER_Average,All,Core,86.5,85.6,98.91418518
ALB,2017,Work,All,Core,89.5,89.5,100
ALB,2007,Health,All,HiY,96.0,93.9,97.8107533
ALB,2008,Health,All,HiY,96.0,94.0,97.94339635
ALB,2009,Education,All,HiY,50.6,42.8,78.07029471
ALB,2009,Education,Female,HiY,52.7,44.0,78.07029471
ALB,2009,Education,Male,HiY,48.7,41.7,78.07029471
ALB,2009,Health,All,HiY,98.0,96.0,98.10266161
ALB,2009,PISA_Average,All,HiY,27.0,17.1,63.88956468
ALB,2009,PISA_Average,Female,HiY,32.3,20.5,63.88956468
ALB,2009,PISA_Average,Male,HiY,22.1,14.0,63.88956468
ALB,2010,Education,All,HiY,50.6,42.8,78.07029471
ALB,2010,Education,Female,HiY,52.7,44.0,78.07029471
ALB,2010,Education,Male,HiY,48.7,41.7,78.07029471
ALB,2010,Health,All,HiY,98.0,96.1,98.16484784
ALB,2010,PISA_Average,All,HiY,27.0,17.1,63.88956468
ALB,2010,PISA_Average,Female,HiY,32.3,20.5,63.88956468
ALB,2010,PISA_Average,Male,HiY,22.1,14.0,63.88956468
ALB,2011,Education,All,HiY,50.6,42.8,78.07029471
ALB,2011,Education,Female,HiY,52.7,44.0,78.07029471
ALB,2011,Education,Male,HiY,48.7,41.7,78.07029471
ALB,2011,Health,All,HiY,98.1,96.2,98.20529031
ALB,2011,PISA_Average,All,HiY,27.0,17.1,63.88956468
ALB,2011,PISA_Average,Female,HiY,32.3,20.5,63.88956468
ALB,2011,PISA_Average,Male,HiY,22.1,14.0,63.88956468
ALB,2012,Health,All,HiY,98.2,96.4,98.22766786
ALB,2012,PISA_Average,All,HiY,33.4,22.5,67.40670591
ALB,2012,PISA_Average,Female,HiY,35.3,23.8,67.40670591
ALB,2012,PISA_Average,Male,HiY,32.6,22.0,67.40670591
ALB,2013,Education,All,HiY,60.4,53.4,81.93951852
ALB,2013,Education,Female,HiY,61.7,54.4,81.93951852
ALB,2013,Education,Male,HiY,59.7,52.9,81.93951852
ALB,2013,Health,All,HiY,98.4,96.5,98.2442362
ALB,2013,PISA_Average,All,HiY,33.4,22.5,67.40670591
ALB,2013,PISA_Average,Female,HiY,35.3,23.8,67.40670591
ALB,2013,PISA_Average,Male,HiY,32.6,22.0,67.40670591
ALB,2014,Education,All,HiY,61.4,54.4,81.99332413
ALB,2014,Education,Female,HiY,62.4,55.2,81.99332413
ALB,2014,Education,Male,HiY,61.0,54.1,81.99332413
ALB,2014,Health,All,HiY,98.5,96.7,98.2714146
ALB,2014,PISA_Average,All,HiY,33.4,22.5,67.40670591
ALB,2014,PISA_Average,Female,HiY,35.3,23.8,67.40670591
ALB,2014,PISA_Average,Male,HiY,32.6,22.0,67.40670591
ALB,2015,Education,All,HiY,61.9,54.9,82.05985702
ALB,2015,Education,Female,HiY,63.0,55.8,82.05985702
ALB,2015,Education,Male,HiY,61.3,54.5,82.05985702
ALB,2015,Food,All,HiY,63.4,60.1,94.809345
ALB,2015,Health,All,HiY,98.6,96.8,98.3050385
ALB,2015,PISA_Average,All,HiY,33.4,22.5,67.40670591
ALB,2015,PISA_Average,Female,HiY,35.3,23.8,67.40670591
ALB,2015,PISA_Average,Male,HiY,32.6,22.0,67.40670591
ALB,2016,Education,All,HiY,61.3,54.5,82.14875985
ALB,2016,Education,Female,HiY,62.7,55.6,82.14875985
ALB,2016,Education,Male,HiY,60.5,53.8,82.14875985
ALB,2016,Food,All,HiY,62.9,59.8,94.99195373
ALB,2016,Health,All,HiY,98.6,96.9,98.34999638
ALB,2016,PISA_Average,All,HiY,33.4,22.5,67.40670591
ALB,2016,PISA_Average,Female,HiY,35.3,23.8,67.40670591
ALB,2016,PISA_Average,Male,HiY,32.6,22.0,67.40670591
ALB,2017,Education,All,HiY,61.3,54.6,82.24504234
ALB,2017,Education,Female,HiY,63.2,56.1,82.24504234
ALB,2017,Education,Male,HiY,60.1,53.5,82.24504234
ALB,2017,Food,All,HiY,63.3,60.2,95.18906107
ALB,2017,Health,All,HiY,98.7,96.9,98.39872339
ALB,2017,PISA_Average,All,HiY,33.4,22.5,67.40670591
ALB,2017,PISA_Average,Female,HiY,35.3,23.8,67.40670591
ALB,2017,PISA_Average,Male,HiY,32.6,22.0,67.40670591
ARE,2007,Education,All,Core,43.2,43.2,100
ARE,2007,Education,Female,Core,46.7,46.7,100
ARE,2007,Education,Male,Core,40.3,40.3,100
ARE,2007,Housing,All,Core,84.1,84.1,100
ARE,2008,Education,All,Core,43.2,43.2,100
ARE,2008,Education,Female,Core,46.7,46.7,100
ARE,2008,Education,Male,Core,40.3,40.3,100
ARE,2008,Housing,All,Core,85.8,85.8,100
ARE,2009,Housing,All,Core,87.6,87.6,100
ARE,2010,Housing,All,Core,88.8,88.8,100
ARE,2011,Housing,All,Core,89.6,89.6,100
ARE,2012,Housing,All,Core,90.4,90.4,100
ARE,2013,Housing,All,Core,91.1,91.1,100
ARE,2014,Housing,All,Core,91.9,91.9,100
ARE,2015,Housing,All,Core,92.7,92.7,100
ARE,2016,Education,All,Core,74.7,74.7,100
ARE,2016,Education,Female,Core,59.8,59.8,100
ARE,2016,Education,Male,Core,58.0,58.0,100
ARE,2016,Housing,All,Core,93.7,93.7,100
ARE,2017,Education,All,Core,78.8,78.8,100
ARE,2017,Education,Female,Core,63.0,63.0,100
ARE,2017,Education,Male,Core,63.1,63.1,100
ARE,2017,Housing,All,Core,94.7,94.7,100
ARE,2009,Health,All,HiY,90.1,89.4,99.69016247
ARE,2010,Health,All,HiY,90.4,89.7,99.67421829
ARE,2011,Health,All,HiY,90.5,89.8,99.67998937
ARE,2012,Health,All,HiY,90.6,89.9,99.68581415
ARE,2012,PISA_Average,All,HiY,38.3,36.2,94.91107742
ARE,2012,PISA_Average,Female,HiY,43.8,41.5,94.91107742
ARE,2012,PISA_Average,Male,HiY,32.7,30.9,94.91107742
ARE,2013,Health,All,HiY,90.6,90.0,99.696712
ARE,2013,PISA_Average,All,HiY,38.3,36.2,94.91107742
ARE,2013,PISA_Average,Female,HiY,43.8,41.5,94.91107742
ARE,2013,PISA_Average,Male,HiY,32.7,30.9,94.91107742
ARE,2014,Health,All,HiY,90.6,90.0,99.70644655
ARE,2014,PISA_Average,All,HiY,38.3,36.2,94.91107742
ARE,2014,PISA_Average,Female,HiY,43.8,41.5,94.91107742
ARE,2014,PISA_Average,Male,HiY,32.7,30.9,94.91107742
ARE,2015,Health,All,HiY,90.7,90.0,99.71678718
ARE,2015,PISA_Average,All,HiY,33.5,31.8,95.53584615
ARE,2015,PISA_Average,Female,HiY,37.1,35.3,95.53584615
ARE,2015,PISA_Average,Male,HiY,29.3,27.8,95.53584615
ARE,2016,Education,All,HiY,57.2,56.4,97.76792308
ARE,2016,Education,Female,HiY,58.2,57.3,97.76792308
ARE,2016,Education,Male,HiY,56.0,55.2,97.76792308
ARE,2016,Health,All,HiY,90.7,90.0,99.72119975
ARE,2016,PISA_Average,All,HiY,33.5,31.8,95.53584615
ARE,2016,PISA_Average,Female,HiY,37.1,35.3,95.53584615
ARE,2016,PISA_Average,Male,HiY,29.3,27.8,95.53584615
ARE,2017,Education,All,HiY,61.4,60.5,97.76792308
ARE,2017,Education,Female,HiY,61.4,60.5,97.76792308
ARE,2017,Education,Male,HiY,61.0,60.3,97.76792308
ARE,2017,Health,All,HiY,90.9,90.2,99.71929906
ARE,2017,PISA_Average,All,HiY,33.5,31.8,95.53584615
ARE,2017,PISA_Average,Female,HiY,37.1,35.3,95.53584615
ARE,2017,PISA_Average,Male,HiY,29.3,27.8,95.53584615
ARG,2007,Education,All,Core,87.8,87.3,99.39154129
ARG,2007,Food,All,Core,90.6,90.6,100
ARG,2007,Food,Female,Core,90.7,90.7,100
ARG,2007,Food,Male,Core,90.6,90.6,100
ARG,2007,Health,All,Core,92.2,90.5,98.42110618
ARG,2007,Housing,All,Core,88.7,88.7,100
ARG,2007,SER_Average,All,Core,89.5,89.1,99.56252949
ARG,2007,Work,All,Core,88.2,88.2,100
ARG,2008,Education,All,Core,88.2,87.8,99.43883639
ARG,2008,Food,All,Core,90.6,90.6,100
ARG,2008,Food,Female,Core,90.7,90.7,100
ARG,2008,Food,Male,Core,90.6,90.6,100
ARG,2008,Health,All,Core,92.2,90.5,98.44522553
ARG,2008,Housing,All,Core,89.4,89.4,100
ARG,2008,SER_Average,All,Core,89.8,89.4,99.57681238
ARG,2008,Work,All,Core,88.7,88.7,100
ARG,2009,Education,All,Core,89.3,88.7,99.32395656
ARG,2009,Food,All,Core,90.6,90.6,100
ARG,2009,Food,Female,Core,90.7,90.7,100
ARG,2009,Food,Male,Core,90.6,90.6,100
ARG,2009,Health,All,Core,92.6,90.9,98.38665615
ARG,2009,Housing,All,Core,90.5,90.5,100
ARG,2009,SER_Average,All,Core,90.6,90.1,99.54212254
ARG,2009,Work,All,Core,90.1,90.1,100
ARG,2010,Education,All,Core,89.2,88.8,99.46656773
ARG,2010,Food,All,Core,90.6,90.6,100
ARG,2010,Food,Female,Core,90.7,90.7,100
ARG,2010,Food,Male,Core,90.6,90.6,100
ARG,2010,Health,All,Core,92.4,90.8,98.45937227
ARG,2010,Housing,All,Core,90.8,90.8,100
ARG,2010,SER_Average,All,Core,90.7,90.3,99.585188
ARG,2010,Work,All,Core,90.4,90.4,100
ARG,2011,Education,All,Core,90.2,89.8,99.53664325
ARG,2011,Food,All,Core,90.6,90.6,100
ARG,2011,Food,Female,Core,90.7,90.7,100
ARG,2011,Food,Male,Core,90.6,90.6,100
ARG,2011,Health,All,Core,92.4,90.8,98.49513492
ARG,2011,Housing,All,Core,91.4,91.4,100
ARG,2011,SER_Average,All,Core,92.0,91.6,99.60635563
ARG,2011,Work,All,Core,95.5,95.5,100
ARG,2012,Education,All,Core,91.7,91.2,99.50456184
ARG,2012,Food,All,Core,90.6,90.6,100
ARG,2012,Food,Female,Core,90.7,90.7,100
